"SIIIR","Denumire","Categorie","SIRUTA","Localitate","Judet"
"0161102892","LICEUL ""HOREA, CLOSCA SI CRISAN"" ABRUD","Liceu",1160,"ABRUD","AB"
"0161100031","SCOALA GIMNAZIALA ""AVRAM IANCU"" ABRUD","Școală gimnazială",1160,"ABRUD","AB"
"0161103328","COLEGIUL NATIONAL ""BETHLEN GABOR"" AIUD","Colegiu",1222,"AIUD","AB"
"0161102856","COLEGIUL NATIONAL ""TITU MAIORESCU"" AIUD","Colegiu",1222,"AIUD","AB"
"0161102268","SCOALA GIMNAZIALA ""AXENTE SEVER"" AIUD","Școală gimnazială",1222,"AIUD","AB"
"0161100126","SCOALA GIMNAZIALA ""OVIDIU HULEA"" AIUD","Școală gimnazială",1222,"AIUD","AB"
"0161102318","CENTRUL SCOLAR DE EDUCATIE INCLUZIVA ALBA IULIA","Centru de Educație Incluzivă",1026,"ALBA IULIA","AB"
"0161102372","COLEGIUL TEHNIC ""APULUM"" ALBA IULIA","Colegiu",1026,"ALBA IULIA","AB"
"0161102933","LICEUL CU PROGRAM SPORTIV ALBA IULIA","Liceu",1026,"ALBA IULIA","AB"
"0161102716","LICEUL DE ARTE ""REGINA MARIA"" ALBA IULIA","Liceu",1026,"ALBA IULIA","AB"
"0161100022","LICEUL TEHNOLOGIC ""ALEXANDRU DOMSA"" ALBA IULIA","Liceu tehnologic / Școală profesională",1026,"ALBA IULIA","AB"
"0161103495","LICEUL TEHNOLOGIC ""DORIN PAVEL"" ALBA IULIA","Liceu",1026,"ALBA IULIA","AB"
"0161102476","LICEUL TEOLOGIC ROMANO-CATOLIC ""GROF MAJLATH GUSZTAV KAROLY"" ALBA IULIA","Liceu",1026,"ALBA IULIA","AB"
"0161103405","SCOALA GIMNAZIALA ""AVRAM IANCU"" ALBA IULIA","Școală gimnazială",1026,"ALBA IULIA","AB"
"0161102675","SCOALA GIMNAZIALA ""ION AGARBICEANU"" ALBA IULIA","Școală gimnazială",1026,"ALBA IULIA","AB"
"0161102422","SCOALA GIMNAZIALA ""MIHAI EMINESCU"" ALBA IULIA","Școală gimnazială",1026,"ALBA IULIA","AB"
"0161103477","SCOALA GIMNAZIALA ""VASILE GOLDIS"" ALBA IULIA","Școală gimnazială",1026,"ALBA IULIA","AB"
"0161102847","SEMINARUL TEOLOGIC ORTODOX ""SFANTUL SIMION STEFAN"" ALBA IULIA","Liceu",1026,"ALBA IULIA","AB"
"0161103206","LICEUL TEHNOLOGIC ""TARA MOTILOR"" ALBAC","Liceu tehnologic / Școală profesională",2149,"ALBAC","AB"
"0161102829","SCOALA GIMNAZIALA ALMASU MARE","Școală gimnazială",2318,"ALMAŞU MARE","AB"
"0161103215","LICEUL TEHNOLOGIC DE TURISM SI ALIMENTATIE ARIESENI","Liceu",2390,"ARIEŞENI","AB"
"0161102603","SCOALA GIMNAZIALA ""AVRAM IANCU"" AVRAM IANCU","Școală gimnazială",2586,"AVRAM IANCU","AB"
"0161100085","LICEUL ""DR. LAZAR CHIRILA"" BAIA DE ARIES","Liceu tehnologic / Școală profesională",2924,"BAIA DE ARIEŞ","AB"
"0161102752","SCOALA GIMNAZIALA BERGHIN","Școală gimnazială",2997,"BERGHIN","AB"
"0161103111","SCOALA GIMNAZIALA ""NICODIM GANEA"" BISTRA","Școală gimnazială",3048,"BISTRA","AB"
"0161102327","COLEGIUL NATIONAL ""INOCHENTIE MICU CLAIN"" BLAJ","Colegiu",1357,"BLAJ","AB"
"0161102458","LICEUL TEHNOLOGIC ""TIMOTEI CIPARIU"" BLAJ","Liceu",1357,"BLAJ","AB"
"0161102309","LICEUL TEOLOGIC GRECO-CATOLIC ""SFANTUL VASILE CEL MARE"" BLAJ","Liceu",1357,"BLAJ","AB"
"0161102535","SCOALA GIMNAZIALA ""TOMA COCISIU"" BLAJ","Școală gimnazială",1357,"BLAJ","AB"
"0161102788","SCOALA GIMNAZIALA BLANDIANA","Școală gimnazială",3404,"BLANDIANA","AB"
"0161102906","SCOALA GIMNAZIALA ""IOAN MAIORESCU"" BUCERDEA GRANOASA","Școală gimnazială",4204,"BUCERDEA GRÂNOASĂ","AB"
"0161102354","SCOALA GIMNAZIALA ""ION AGARBICEANU"" BUCIUM","Școală gimnazială",3468,"BUCIUM","AB"
"0161103025","SCOALA GIMNAZIALA CALNIC","Școală gimnazială",4115,"CÂLNIC","AB"
"0161102639","SCOALA GIMNAZIALA CIMPENI","Școală gimnazială",1464,"CÂMPENI","AB"
"0161102942","SCOALA GIMNAZIALA ""ION AGARBICEANU"" CENADE","Școală gimnazială",3770,"CENADE","AB"
"0161102467","SCOALA GIMNAZIALA ""ARON COTRUS"" CERGAU MARE","Școală gimnazială",3814,"CERGĂU MARE","AB"
"0161103459","SCOALA GIMNAZIALA ""STEFAN CEL MARE"" CETATEA DE BALTA","Școală gimnazială",3967,"CETATEA DE BALTĂ","AB"
"0161103052","SCOALA GIMNAZIALA CIUGUD","Școală gimnazială",1080,"CIUGUD","AB"
"0161103364","LICEUL TEHNOLOGIC AGRICOL ""ALEXANDRU BORZA"" CIUMBRUD","Liceu",1277,"CIUMBRUD","AB"
"0161102404","SCOALA GIMNAZIALA CIURULEASA","Școală gimnazială",4017,"CIURULEASA","AB"
"0161103414","SCOALA GIMNAZIALA CRACIUNELU DE JOS","Școală gimnazială",4197,"CRĂCIUNELU DE JOS","AB"
"0161102915","SCOALA GIMNAZIALA ""DECEBAL"" CRICAU","Școală gimnazială",4151,"CRICĂU","AB"
"0161103287","SCOALA GIMNAZIALA "" IOSIF PERVAIN"" CUGIR","Școală gimnazială",1703,"CUGIR","AB"
"0161102363","SCOALA GIMNAZIALA NR.3 CUGIR","Școală gimnazială",1703,"CUGIR","AB"
"0161104519","SCOALA GIMNAZIALA ""SINGIDAVA"" CUGIR","Școală gimnazială",1703,"CUGIR","AB"
"0161100117","SCOALA GIMNAZIALA ""SEPTIMIU ALBINI"" CUT","Școală gimnazială",4124,"CUT","AB"
"0161103129","SCOALA GIMNAZIALA DAIA ROMANA","Școală gimnazială",4259,"DAIA ROMÂNĂ","AB"
"0161102517","SCOALA GIMNAZIALA DOSTAT","Școală gimnazială",4277,"DOŞTAT","AB"
"0161102924","SCOALA GIMNAZIALA FARAU","Școală gimnazială",4311,"FĂRĂU","AB"
"0161100067","SCOALA GIMNAZIALA ""NICOLAE DRAGAN"" GALDA DE JOS","Școală gimnazială",4375,"GALDA DE JOS","AB"
"0161102259","SCOALA GIMNAZIALA GARBOVA","Școală gimnazială",4491,"GÂRBOVA","AB"
"0161103224","SCOALA GIMNAZIALA ""EMIL RACOVITA "" GIRDA DE SUS","Școală gimnazială",4534,"GÂRDA DE SUS","AB"
"0161102413","SCOALA GIMNAZIALA HOPARTA","Școală gimnazială",4712,"HOPÂRTA","AB"
"0161102883","SCOALA GIMNAZIALA ""HOREA"" HOREA","Școală gimnazială",4776,"HOREA","AB"
"0161102693","SCOALA GIMNAZIALA ""MIHAI EMINESCU"" IGHIU","Școală gimnazială",4936,"IGHIU","AB"
"0161103242","SCOALA GIMNAZIALA INTREGALDE","Școală gimnazială",4990,"ÎNTREGALDE","AB"
"0161102232","LICEUL TEHNOLOGIC JIDVEI","Liceu",5112,"JIDVEI","AB"
"0161102666","SCOALA GIMNAZIALA LIVEZILE","Școală gimnazială",5176,"LIVEZILE","AB"
"0161103147","SCOALA GIMNAZIALA LOPADEA NOUA","Școală gimnazială",5229,"LOPADEA NOUĂ","AB"
"0161102345","SCOALA GIMNAZIALA ""SIMION LAZAR"" LUNCA MURESULUI","Școală gimnazială",5318,"LUNCA MUREŞULUI","AB"
"0161102779","SCOALA GIMNAZIALA ""DR.PETRU SPAN"" LUPSA","Școală gimnazială",5345,"LUPŞA","AB"
"0161102381","SCOALA GIMNAZIALA METES","Școală gimnazială",5586,"METEŞ","AB"
"0161103034","SCOALA GIMNAZIALA ""ION BREAZU"" MIHALT","Școală gimnazială",5719,"MIHALŢ","AB"
"0161102743","SCOALA GIMNAZIALA MIRASLAU","Școală gimnazială",5764,"MIRĂSLĂU","AB"
"0161103192","SCOALA GIMNAZIALA MOGOS","Școală gimnazială",5835,"MOGOŞ","AB"
"0161102707","SCOALA GIMNAZIALA NOSLAC","Școală gimnazială",6057,"NOŞLAC","AB"
"0161102811","LICEUL TEORETIC ""PETRU MAIOR"" OCNA MURES","Liceu",1801,"OCNA MUREŞ","AB"
"0161103509","SCOALA GIMNAZIALA ""LUCIAN BLAGA"" OCNA MURES","Școală gimnazială",1801,"OCNA MUREŞ","AB"
"0161102277","SCOALA GIMNAZIALA OCOLIS","Școală gimnazială",6128,"OCOLIŞ","AB"
"0161103061","SCOALA GIMNAZIALA OHABA","Școală gimnazială",6173,"OHABA","AB"
"0161103156","SCOALA GIMNAZIALA PETRESTI","Școală gimnazială",1909,"PETREŞTI","AB"
"0161102553","SCOALA GIMNAZIALA PIANU DE SUS","Școală gimnazială",6226,"PIANU DE SUS","AB"
"0161102996","SCOALA GIMNAZIALA ""PROF. UNIV. DR. GHEORGHE BELEIU"" POIANA VADULUI","Școală gimnazială",6280,"POIANA VADULUI","AB"
"0161102485","SCOALA GIMNAZIALA PONOR","Școală gimnazială",6404,"PONOR","AB"
"0161102286","SCOALA GIMNAZIALA POSAGA DE JOS","Școală gimnazială",6477,"POŞAGA DE JOS","AB"
"0161103102","SCOALA GIMNAZIALA ""DEMETRIU RADU"" RADESTI","Școală gimnazială",6556,"RĂDEŞTI","AB"
"0161102494","SCOALA GIMNAZIALA ""SEBES PAL"" RIMETEA","Școală gimnazială",6609,"RÂMETEA","AB"
"0161102969","SCOALA GIMNAZIALA RAMET","Școală gimnazială",6636,"RÂMEŢ","AB"
"0161102684","SCOALA GIMNAZIALA ROSIA DE SECAS","Școală gimnazială",6949,"ROŞIA DE SECAŞ","AB"
"0161102598","SCOALA GIMNAZIALA ""SIMION BALINT"" ROSIA MONTANA","Școală gimnazială",6770,"ROŞIA MONTANĂ","AB"
"0161102612","SCOALA GIMNAZIALA ""SIMION PANTEA"" SALCIUA","Școală gimnazială",6985,"SĂLCIUA DE JOS","AB"
"0161103441","SCOALA GIMNAZIALA ""DAVID PRODAN"" SALISTEA","Școală gimnazială",7053,"SĂLIŞTEA","AB"
"0161102657","SCOALA GIMNAZIALA SASCIORI","Școală gimnazială",7106,"SĂSCIORI","AB"
"0161103088","SCOALA GIMNAZIALA ""ION POP RETEGANUL"" SINCEL","Școală gimnazială",7357,"SÂNCEL","AB"
"0161102295","SCOALA GIMNAZIALA ""IOAN DE HUNEDOARA"" SANTIMBRU","Școală gimnazială",7393,"SÂNTIMBRU","AB"
"0161103007","SCOALA GIMNAZIALA SCARISOARA","Școală gimnazială",7204,"SCĂRIŞOARA","AB"
"0161103174","LICEUL CU PROGRAM SPORTIV "" FLORIN FLESERIU"" SEBES","Liceu",1883,"SEBEŞ","AB"
"0161105633","LICEUL GERMAN SEBES","Liceu",1883,"SEBEŞ","AB"
"0161103165","LICEUL TEHNOLOGIC SEBES","Liceu tehnologic / Școală profesională",1883,"SEBEŞ","AB"
"0161102725","SCOALA GIMNAZIALA ""MIHAIL KOGALNICEANU"" SEBES","Școală gimnazială",1883,"SEBEŞ","AB"
"0161103423","SCOALA GIMNAZIALA NR. 2 SEBES","Școală gimnazială",1883,"SEBEŞ","AB"
"0161102978","SCOALA GIMNAZIALA SOHODOL","Școală gimnazială",7455,"SOHODOL","AB"
"0161103097","SCOALA GIMNAZIALA STREMT","Școală gimnazială",7776,"STREMŢ","AB"
"0161100058","SCOALA GIMNAZIALA ""IOSIF SARBU"" SIBOT","Școală gimnazială",7829,"ŞIBOT","AB"
"0161103319","SCOALA GIMNAZIALA SONA","Școală gimnazială",7874,"ŞONA","AB"
"0161102648","SCOALA GIMNAZIALA SUGAG","Școală gimnazială",8023,"ŞUGAG","AB"
"0161102544","LICEUL TEORETIC TEIUS","Liceu",8103,"TEIUŞ","AB"
"0161103269","SCOALA GIMNAZIALA ""SIMION BARNUTIU"" TIUR BLAJ","Școală gimnazială",1400,"TIUR","AB"
"0161102336","SCOALA GIMNAZIALA ""AVRAM IANCU "" UNIREA","Școală gimnazială",8167,"UNIREA","AB"
"0161103233","SCOALA GIMNAZIALA VADU MOTILOR","Școală gimnazială",8238,"VADU MOŢILOR","AB"
"0161102734","SCOALA GIMNAZIALA ""ION BIANU"" VALEA LUNGA","Școală gimnazială",8363,"VALEA LUNGĂ","AB"
"0161103432","SCOALA GIMNAZIALA VIDRA","Școală gimnazială",8434,"VIDRA","AB"
"0161103382","SCOALA GIMNAZIALA ""IULIU MANIU"" VINTU DE JOS","Școală gimnazială",8835,"VINŢU DE JOS","AB"
"0161102797","LICEUL ""CORNELIU MEDREA"" ZLATNA","Liceu",1945,"ZLATNA","AB"
"0361103673","ȘCOALA GIMNAZIALĂ NR. 1 ALBEȘTII DE MUSCEL","Școală gimnazială",13917,"ALBEŞTI","AG"
"0361104846","ȘCOALA GIMNAZIALĂ ALBEȘTII DE ARGEȘ","Școală gimnazială",13828,"ALBEŞTII PAMÂNTENI","AG"
"0361103741","ȘCOALA GIMNAZIALĂ ""SANDA MOVILĂ"" ALBOTA","Școală gimnazială",13944,"ALBOTA","AG"
"0361104249","ȘCOALA GIMNAZIALĂ BROȘTENI-ANINOASA","Școală gimnazială",14003,"ANINOASA","AG"
"0361104353","ȘCOALA GIMNAZIALĂ ""GEORGE STEPHĂNESCU"" AREFU","Școală gimnazială",14067,"AREFU","AG"
"0361104163","ȘCOALA GIMNAZIALĂ ""VIRGIL CALOTESCU"" BASCOV","Școală gimnazială",13196,"BASCOV","AG"
"0361104561","ȘCOALA GIMNAZIALĂ BĂBANA","Școală gimnazială",14094,"BĂBANA","AG"
"0361104181","ȘCOALA GIMNAZIALĂ BĂICULEȘTI","Școală gimnazială",14174,"BĂICULEŞTI","AG"
"0361103655","ȘCOALA GIMNAZIALĂ BĂLILEȘTI","Școală gimnazială",14281,"BĂLILEŞTI","AG"
"0361103818","ȘCOALA GIMNAZIALĂ ""DUMITRU UDRESCU"" SĂPATA","Școală gimnazială",18607,"BĂNĂREŞTI","AG"
"0361103619","ȘCOALA GIMNAZIALĂ NR. 1 BÎRLA","Școală gimnazială",14469,"BÂRLA","AG"
"0361103664","ȘCOALA GIMNAZIALĂ ""MIHAI TICAN RUMANO"" BEREVOEȘTI","Școală gimnazială",14414,"BEREVOEŞTI","AG"
"0361104796","ȘCOALA GIMNAZIALĂ ""RADU CEL MARE"" BOGAȚI","Școală gimnazială",14593,"BOGAŢI","AG"
"0361104968","ȘCOALA GIMNAZIALĂ ""PETRE ȚUȚEA"" BOTENI","Școală gimnazială",14682,"BOTENI","AG"
"0361104145","ȘCOALA GIMNAZIALĂ ""ILIE STOENESCU"" BOȚEȘTI","Școală gimnazială",14735,"BOŢEŞTI","AG"
"0361103533","ȘCOALA GIMNAZIALĂ ""MIHAI EMINESCU"" BRADU","Școală gimnazială",13285,"BRADU","AG"
"0361103949","ȘCOALA GIMNAZIALĂ BRATIA-CIOMĂGEȘTI","Școală gimnazială",15581,"BRATIA","AG"
"0361100037","ȘCOALA GIMNAZIALĂ NR. 1 BUDEASA","Școală gimnazială",14860,"BUDEASA MARE","AG"
"0361103465","ȘCOALA GIMNAZIALĂ NR. 1 BUGHEA DE JOS","Școală gimnazială",14931,"BUGHEA DE JOS","AG"
"0361103411","ȘCOALA GIMNAZIALĂ NR. 1 BUGHEA DE SUS","Școală gimnazială",13908,"BUGHEA DE SUS","AG"
"0361104222","ȘCOALA GIMNAZIALĂ ""PROF.UNIV.DR. ION STOIA"" CĂLDĂRARU","Școală gimnazială",15073,"CĂLDĂRARU","AG"
"0361100575","ȘCOALA GIMNAZIALĂ CĂTEASCA","Școală gimnazială",15242,"CĂTEASCA","AG"
"0361104412","CENTRUL ȘCOLAR DE EDUCAȚIE INCLUZIVĂ ""SFÂNTUL NICOLAE"" CÂMPULUNG","Centru de Educație Incluzivă",13506,"CÂMPULUNG","AG"
"0361104742","COLEGIUL NAȚIONAL PEDAGOGIC ""CAROL I"" CÂMPULUNG","Colegiu",13506,"CÂMPULUNG","AG"
"0361103682","LICEUL CU PROGRAM SPORTIV CÂMPULUNG","Liceu",13506,"CÂMPULUNG","AG"
"0361104647","LICEUL TEHNOLOGIC AUTO CÂMPULUNG","Liceu",13506,"CÂMPULUNG","AG"
"0361104986","ȘCOALA DE MUZICĂ CÂMPULUNG","Școală gimnazială",13506,"CÂMPULUNG","AG"
"0361100082","ȘCOALA GIMNAZIALĂ ""C.D. ARICESCU"" CÂMPULUNG","Școală gimnazială",13506,"CÂMPULUNG","AG"
"0361104308","ȘCOALA GIMNAZIALĂ ""NANU MUSCEL"" CÂMPULUNG","Școală gimnazială",13506,"CÂMPULUNG","AG"
"0361105101","ȘCOALA GIMNAZIALĂ ""OPREA IORGULESCU"" CÂMPULUNG","Școală gimnazială",13506,"CÂMPULUNG","AG"
"0361103402","ȘCOALA GIMNAZIALĂ ""THEODOR AMAN"" CÂMPULUNG","Școală gimnazială",13506,"CÂMPULUNG","AG"
"0361104882","ȘCOALA GIMNAZIALĂ ""NICOLAE VELEA"" CEPARI","Școală gimnazială",15322,"CEPARII PĂMÂNTENI","AG"
"0361104362","ȘCOALA GIMNAZIALĂ NR. 1 CETĂȚENI","Școală gimnazială",15411,"CETĂŢENI","AG"
"0361104475","ȘCOALA GIMNAZIALĂ CICĂNEȘTI","Școală gimnazială",15457,"CICĂNEŞTI","AG"
"0361104317","ȘCOALA GIMNAZIALĂ NR. 1 CIOFRÂNGENI","Școală gimnazială",15509,"CIOFRÂNGENI","AG"
"0361100254","ȘCOALA GIMNAZIALĂ NR. 1 COCU","Școală gimnazială",15689,"COCU","AG"
"0361103845","ȘCOALA GIMNAZIALĂ NR. 1 CORBENI","Școală gimnazială",15750,"CORBENI","AG"
"0361103334","ȘCOALA GIMNAZIALĂ ""NAUM RÂMNICEANU"" CORBI","Școală gimnazială",15849,"CORBI","AG"
"0361105128","CENTRUL ȘCOLAR DE EDUCAȚIE INCLUZIVĂ ""SFÂNTUL STELIAN"" COSTEȘTI","Centru de Educație Incluzivă",13677,"COSTEŞTI","AG"
"0361103637","LICEUL TEHNOLOGIC COSTEȘTI","Școală profesională / Învățământ dual",13677,"COSTEŞTI","AG"
"0361104778","ȘCOALA GIMNAZIALĂ NR. 1 COSTEȘTI","Școală gimnazială",13677,"COSTEŞTI","AG"
"0361104873","ȘCOALA GIMNAZIALĂ COTEȘTI-GODENI","Școală gimnazială",16597,"COTEŞTI","AG"
"0361103474","ȘCOALA GIMNAZIALĂ COTMEANA","Școală gimnazială",15992,"COTMEANA","AG"
"0361104032","ȘCOALA GIMNAZIALĂ ""MIRCEA GHIȚULESCU"" CUCA","Școală gimnazială",16141,"CUCA","AG"
"0361100218","CENTRUL ȘCOLAR DE EDUCAȚIE INCLUZIVĂ ""SFÂNTA MARINA"" CURTEA DE ARGEȘ","Centru de Educație Incluzivă",13631,"CURTEA DE ARGEŞ","AG"
"0361100028","COLEGIUL NAȚIONAL ""VLAICU VODĂ"" CURTEA DE ARGEȘ","Colegiu",13631,"CURTEA DE ARGEŞ","AG"
"0361104014","LICEUL TEHNOLOGIC AUTO CURTEA DE ARGEȘ","Școală postliceală",13631,"CURTEA DE ARGEŞ","AG"
"0361103646","SEMINARUL TEOLOGIC ORTODOX ""NEAGOE VODĂ BASARAB"" CURTEA DE ARGEȘ","Liceu",13631,"CURTEA DE ARGEŞ","AG"
"0361100123","ȘCOALA GIMNAZIALĂ ""BASARAB I"" CURTEA DE ARGEȘ","Școală gimnazială",13631,"CURTEA DE ARGEŞ","AG"
"0361100073","ȘCOALA GIMNAZIALĂ ""CAROL I"" CURTEA DE ARGEȘ","Școală gimnazială",13631,"CURTEA DE ARGEŞ","AG"
"0361100227","ȘCOALA GIMNAZIALĂ ""MIRCEA CEL BĂTRÂN"" CURTEA DE ARGEȘ","Școală gimnazială",13631,"CURTEA DE ARGEŞ","AG"
"0361103777","ȘCOALA GIMNAZIALĂ ""REGINA MARIA"" CURTEA DE ARGEȘ","Școală gimnazială",13631,"CURTEA DE ARGEŞ","AG"
"0361104959","ȘCOALA GIMNAZIALĂ DAVIDEȘTI","Școală gimnazială",16294,"DAVIDEŞTI","AG"
"0361104597","ȘCOALA GIMNAZIALĂ DÎRMĂNEȘTI","Școală gimnazială",16374,"DÂRMĂNEŞTI","AG"
"0361104294","ȘCOALA GIMNAZIALĂ DOBREȘTI","Școală gimnazială",16436,"DOBREŞTI","AG"
"0361103976","LICEUL TEHNOLOGIC ""PETRE IONESCU MUSCEL"" DOMNEȘTI","Liceu",16463,"DOMNEŞTI","AG"
"0361104914","ȘCOALA GIMNAZIALĂ ""IOSIF CATRINESCU"" DRAGOSLAVELE","Școală gimnazială",16481,"DRAGOSLAVELE","AG"
"0361104285","ȘCOALA GIMNAZIALĂ ""GEORGE MARINESCU"" DRĂGANU","Școală gimnazială",16515,"DRĂGANU-OLTENI","AG"
"0361104891","ȘCOALA GIMNAZIALĂ GALEȘU","Școală gimnazială",14806,"GALEŞU","AG"
"0361103447","ȘCOALA GIMNAZIALĂ HÂRSEȘTI","Școală gimnazială",16622,"HÂRSEŞTI","AG"
"0361104258","ȘCOALA GIMNAZIALĂ NR. 1 HÎRTIEȘTI","Școală gimnazială",16668,"HÂRTIEŞTI","AG"
"0361103515","ȘCOALA GIMNAZIALĂ ""ELENA DAVILA PERTICARI"" IZVORU","Școală gimnazială",16748,"IZVORU","AG"
"0361104041","ȘCOALA GIMNAZIALĂ ""IORDACHE PĂCESCU"" COȘEȘTI","Școală gimnazială",15947,"LEICEŞTI","AG"
"0361104751","ȘCOALA GIMNAZIALĂ ""NICOLAE CREȚULESCU"" LEORDENI","Școală gimnazială",16766,"LEORDENI","AG"
"0361104077","ȘCOALA GIMNAZIALĂ NR. 1 LEREȘTI","Școală gimnazială",16917,"LEREŞTI","AG"
"0361100263","ȘCOALA GIMNAZIALĂ ""GENERAL CONSTANTIN CRISTESCU"" LUNCA CORBULUI","Școală gimnazială",16953,"LUNCA CORBULUI","AG"
"0361104656","ȘCOALA GIMNAZIALĂ ""PETRE TUDOSE"" MĂLURENI","Școală gimnazială",17058,"MĂLURENI","AG"
"0361103872","LICEUL TEHNOLOGIC NR. 1 MĂRĂCINENI","Liceu tehnologic / Școală profesională",13374,"MĂRĂCINENI","AG"
"0361104154","ȘCOALA GIMNAZIALĂ NR. 1 MIOARELE","Școală gimnazială",17343,"MĂŢĂU","AG"
"0361103958","ȘCOALA GIMNAZIALĂ MERIȘANI","Școală gimnazială",17110,"MERIŞANI","AG"
"0361104665","ȘCOALA GIMNAZIALĂ NR. 1 MICEȘTI","Școală gimnazială",17218,"MICEŞTI","AG"
"0361104674","ȘCOALA GIMNAZIALĂ ""ION IORGULESCU"" MIHĂEȘTI","Școală gimnazială",17263,"MIHĂEŞTI","AG"
"0361104923","LICEUL TEORETIC ""IULIA ZAMFIRESCU"" MIOVENI","Liceu",13310,"MIOVENI","AG"
"0361103705","ȘCOALA GIMNAZIALĂ ""GEORGE TOPÎRCEANU"" MIOVENI","Școală gimnazială",13310,"MIOVENI","AG"
"0361104683","ȘCOALA GIMNAZIALĂ ""LIVIU REBREANU"" MIOVENI","Școală gimnazială",13310,"MIOVENI","AG"
"0361103759","ȘCOALA GIMNAZIALĂ NR. 1 MIOVENI","Școală gimnazială",13310,"MIOVENI","AG"
"0361103732","ȘCOALA GIMNAZIALĂ ""PROF. EMIL NEGOIȚĂ"" MIROȘI","Școală gimnazială",17405,"MIROŞI","AG"
"0361100132","ȘCOALA GIMNAZIALĂ MORĂREȘTI","Școală gimnazială",17432,"MORĂREŞTI","AG"
"0361103587","ȘCOALA GIMNAZIALĂ MOȘOAIA","Școală gimnazială",17502,"MOŞOAIA","AG"
"0361105119","LICEUL TEHNOLOGIC ""LIVIU REBREANU"" MOZĂCENI","Liceu tehnologic / Școală profesională",17584,"MOZĂCENI","AG"
"0361103628","ȘCOALA GIMNAZIALĂ MUȘĂTEȘTI","Școală gimnazială",17655,"MUSĂŢEŞTI","AG"
"0361104543","ȘCOALA GIMNAZIALĂ ""PETRE BADEA"" NEGRAȘI","Școală gimnazială",17735,"NEGRAŞI","AG"
"0361103795","ȘCOALA GIMNAZIALĂ BELEȚI-NEGREȘTI","Școală gimnazială",14398,"NEGREŞTI","AG"
"0361104267","ȘCOALA GIMNAZIALĂ ""TOMA ARNĂUȚOIU"" NUCȘOARA","Școală gimnazială",17780,"NUCŞOARA","AG"
"0361104095","ȘCOALA GIMNAZIALĂ ""D. RĂDULESCU"" OARJA","Școală gimnazială",17833,"OARJA","AG"
"0361104525","ȘCOALA GIMNAZIALĂ ""CONSTANTIN RĂDULESCU CODIN"" PRIBOIENI","Școală gimnazială",18279,"PARASCHIVEŞTI","AG"
"0361104706","ȘCOALA GIMNAZIALĂ NR. 1 PIETROȘANI","Școală gimnazială",17860,"PIETROŞANI","AG"
"0361103429","LICEUL DE ARTE ""DINU LIPATTI"" PITEȘTI","Liceu",13178,"PITEŞTI","AG"
"0361105069","ȘCOALA GIMNAZIALĂ ""ADRIAN PĂUNESCU"" PITEȘTI","Școală gimnazială",13178,"PITEŞTI","AG"
"0361100141","ȘCOALA GIMNAZIALĂ ""ALEXANDRU DAVILA"" PITEȘTI","Școală gimnazială",13178,"PITEŞTI","AG"
"0361104326","ȘCOALA GIMNAZIALĂ ""I.L. CARAGIALE"" PITEȘTI","Școală gimnazială",13178,"PITEŞTI","AG"
"0361100177","ȘCOALA GIMNAZIALĂ ""ION MINULESCU"" PITEȘTI","Școală gimnazială",13178,"PITEŞTI","AG"
"0361103343","ȘCOALA GIMNAZIALĂ ""ION PILLAT"" PITEȘTI","Școală gimnazială",13178,"PITEŞTI","AG"
"0361104118","ȘCOALA GIMNAZIALĂ ""MARIN PREDA"" PITEȘTI","Școală gimnazială",13178,"PITEŞTI","AG"
"0361104855","ȘCOALA GIMNAZIALĂ ""MATEI BASARAB"" PITEȘTI","Școală gimnazială",13178,"PITEŞTI","AG"
"0361104819","ȘCOALA GIMNAZIALĂ ""MIHAI EMINESCU"" PITEȘTI","Școală gimnazială",13178,"PITEŞTI","AG"
"0361104457","ȘCOALA GIMNAZIALĂ ""MIRCEA CEL BĂTRÂN"" PITEȘTI","Școală gimnazială",13178,"PITEŞTI","AG"
"0361100055","ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" PITEȘTI","Școală gimnazială",13178,"PITEŞTI","AG"
"0361103601","ȘCOALA GIMNAZIALĂ ""NEGRU VODĂ"" PITEȘTI","Școală gimnazială",13178,"PITEŞTI","AG"
"0361104276","ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" PITEȘTI","Școală gimnazială",13178,"PITEŞTI","AG"
"0361105051","ȘCOALA GIMNAZIALĂ ""NICOLAE IORGA"" PITEȘTI","Școală gimnazială",13178,"PITEŞTI","AG"
"0361104977","ȘCOALA GIMNAZIALĂ ""NICOLAE SIMONIDE"" PITEȘTI","Școală gimnazială",13178,"PITEŞTI","AG"
"0361104579","ȘCOALA GIMNAZIALĂ ""TRAIAN"" PITEȘTI","Școală gimnazială",13178,"PITEŞTI","AG"
"0361103899","ȘCOALA GIMNAZIALĂ ""TUDOR ARGHEZI"" PITEȘTI","Școală gimnazială",13178,"PITEŞTI","AG"
"0361104724","ȘCOALA GIMNAZIALĂ ""TUDOR MUȘATESCU"" PITEȘTI","Școală gimnazială",13178,"PITEŞTI","AG"
"0361104344","ȘCOALA GIMNAZIALĂ ""TUDOR VLADIMIRESCU"" PITEȘTI","Școală gimnazială",13178,"PITEŞTI","AG"
