"SIIIR","Denumire","Categorie","SIRUTA","Localitate","Judet"
"1661105392","LICEUL TEHNOLOGIC ""STEFAN ODOBLEJA"" CRAIOVA","Liceu",69919,"CRAIOVA","DJ"
"1661104631","LICEUL TEHNOLOGIC TRANSPORTURI CAI FERATE CRAIOVA","Liceu tehnologic / Școală profesională",69919,"CRAIOVA","DJ"
"1661104866","LICEUL ""TRAIAN VUIA"" CRAIOVA","Liceu",69919,"CRAIOVA","DJ"
"1661102005","SCOALA GIMNAZIALA ""CAROL AL II-LEA"" DIOSTI","Școală gimnazială",72061,"DIOŞTI","DJ"
"1661104414","SCOALA GIMNAZIALA ""NICA BARBU LOCUSTEANU"" LEU","Școală gimnazială",72935,"LEU","DJ"
"1661104753","SCOALA GIMNAZIALA NR. 1 MOTATEI","Școală gimnazială",73344,"MOŢĂŢEI","DJ"
"1661101913","LICEUL TEORETIC ""GEORGE ST. MARINCU"" POIANA MARE","Liceu",73745,"POIANA MARE","DJ"
"1861105837","SCOALA GIMNAZIALA NR.1 ALBENI","Școală gimnazială",78481,"ALBENI","GJ"
"1861105828","LICEUL TEHNOLOGIC BAIA DE FIER","Liceu",78720,"BAIA DE FIER","GJ"
"1861106146","LICEUL TEHNOLOGIC BARSESTI","Liceu",77830,"BÂRSEŞTI","GJ"
"1861105484","COLEGIUL ""MIHAI VITEAZUL"" BUMBESTI-JIU","Colegiu",79317,"BUMBEŞTI-JIU","GJ"
"1861100045","LICEUL TEHNOLOGIC BUSTUCHIN","Liceu",79415,"BUSTUCHIN","GJ"
"1861104664","COLEGIUL TEHNIC MOTRU","Colegiu",78150,"MOTRU","GJ"
"1861106164","SCOALA GIMNAZIALA PADES","Școală gimnazială",81166,"PADEŞ","GJ"
"1861105706","LICEUL TEHNOLOGIC ""C-TIN BRANCUSI""- PESTISANI","Liceu",81193,"PEŞTIŞANI","GJ"
"1861105914","COLEGIUL ""GHEORGHE TATARESCU"" ROVINARI","Colegiu",79059,"ROVINARI","GJ"
"1861105638","COLEGIUL AUTO ""TRAIAN VUIA"" TG-JIU","Colegiu",77821,"TÂRGU JIU","GJ"
"1861105751","COLEGIUL ECONOMIC ""VIRGIL MADGEARU"" TG-JIU","Colegiu",77821,"TÂRGU JIU","GJ"
"1861105864","COLEGIUL TEHNIC ""G-RAL GHEORGHE MAGHERU"" TG-JIU","Colegiu",77821,"TÂRGU JIU","GJ"
"1861105968","COLEGIUL TEHNIC ""HENRI COANDA"" TG-JIU","Colegiu",77821,"TÂRGU JIU","GJ"
"1861105353","COLEGIUL TEHNIC ""ION MINCU"" TG-JIU","Colegiu",77821,"TÂRGU JIU","GJ"
"1861106205","COLEGIUL TEHNIC NR 2 TG-JIU","Colegiu",77821,"TÂRGU JIU","GJ"
"1861105362","LICEUL ENERGETIC TG-JIU","Liceu",77821,"TÂRGU JIU","GJ"
"1861106096","LICEUL TEHNOLOGIC TURCENI","Liceu",82626,"TURCENI","GJ"
"1861106024","LICEUL TEHNOLOGIC TICLENI","Liceu",78463,"ŢICLENI","GJ"
"1761100874","SCOALA GIMNAZIALA ""NATALIA NEGRU"", COMUNA BUCIUMENI","Școală gimnazială",75828,"BUCIUMENI","GL"
"1761100033","SCOALA GIMNAZIALA NR.1, COMUNA CAVADINESTI","Școală gimnazială",75873,"CAVADINEŞTI","GL"
"1761101468","LICEUL TEHNOLOGIC NR.1, COMUNA CUDALBI","Liceu",76166,"CUDALBI","GL"
"1761104394","SCOALA GIMNAZIALA ""PROF.EMIL PANAITESCU"", COMUNA CUDALBI","Școală gimnazială",76166,"CUDALBI","GL"
"1761100458","SCOALA GIMNAZIALA NR.1, COMUNA DRAGUSENI","Școală gimnazială",76184,"DRĂGUŞENI","GL"
"1761104702","COLEGIUL DE INDUSTRIE ALIMENTARA ""ELENA DOAMNA"", LOCALITATEA GALATI","Liceu tehnologic / Școală profesională",75105,"GALAŢI","GL"
"1761100969","COLEGIUL ECONOMIC ""VIRGIL MADGEARU"", LOCALITATEA GALATI","Liceu tehnologic / Școală profesională",75105,"GALAŢI","GL"
"1761101043","LICEUL DE TRANSPORTURI AUTO ""TRAIAN VUIA"", MUNICIPIUL GALATI","Liceu",75105,"GALAŢI","GL"
"1761100684","LICEUL DE TURISM SI ALIMENTATIE ""DUMITRU MOTOC"", MUNICIPIUL GALATI","Liceu",75105,"GALAŢI","GL"
"1761101717","LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"", LOCALITATEA GALATI","Liceu tehnologic / Școală profesională",75105,"GALAŢI","GL"
"1761104358","LICEUL TEHNOLOGIC ""AUREL VLAICU"", MUNICIPIUL GALATI","Liceu",75105,"GALAŢI","GL"
"1761100752","LICEUL TEHNOLOGIC ""CAROL I"", MUNICIPIUL GALATI","Liceu",75105,"GALAŢI","GL"
"1761101052","LICEUL TEHNOLOGIC ""GENERAL DE MARINA NICOLAE DUMITRESCU MAICAN"", LOCALITATEA GALATI","Școală postliceală",75105,"GALAŢI","GL"
"1761101581","LICEUL TEHNOLOGIC ""PAUL DIMO"", MUNICIPIUL GALATI","Școală postliceală",75105,"GALAŢI","GL"
"1761100214","LICEUL TEHNOLOGIC ""RADU NEGRU"", LOCALITATEA GALATI","Școală postliceală",75105,"GALAŢI","GL"
"1761100128","LICEUL TEHNOLOGIC ""SIMION MEHEDINTI"", LOCALITATEA GALATI","Școală postliceală",75105,"GALAŢI","GL"
"1761104584","LICEUL TEORETIC ""SFANTA MARIA"", LOCALITATEA GALATI","Liceu",75105,"GALAŢI","GL"
"1761104376","SCOALA GIMNAZIALA NR.1, COMUNA GHIDIGENI","Școală gimnazială",76415,"GHIDIGENI","GL"
"1761100069","SCOALA GIMNAZIALA NR.1, COMUNA GRIVITA","Școală gimnazială",76567,"GRIVIŢA","GL"
"1761100562","SCOALA GIMNAZIALA NR.2, COMUNA LIESTI","Școală gimnazială",76683,"LIEŞTI","GL"
"1761100924","SCOALA GIMNAZIALA NR.1, COMUNA MATCA","Școală gimnazială",76709,"MATCA","GL"
"1761101563","LICEUL TEHNOLOGIC ""EREMIA GRIGORESCU"", ORAS TG.BUJOR","Liceu",75481,"TÂRGU BUJOR","GL"
"1761101495","COLEGIUL NATIONAL DE AGRICULTURA SI ECONOMIE, LOCALITATEA TECUCI","Colegiu",75212,"TECUCI","GL"
"1761104331","LICEUL TEHNOLOGIC ""ELENA CARAGIANI"", LOCALITATEA TECUCI","Liceu tehnologic / Școală profesională",75212,"TECUCI","GL"
"1761100553","SCOALA GIMNAZIALA ""DOAMNA NICA"", COMUNA VALEA MARULUI","Școală gimnazială",77484,"VALEA MĂRULUI","GL"
"5261100781","LICEUL TEHNOLOGIC ”DIMITRIE BOLINTINEANU” BOLINTIN VALE","Liceu tehnologic / Școală profesională",101207,"BOLINTIN-VALE","GR"
"5261101511","LICEUL TEHNOLOGIC ”MIHAI VITEAZUL” CĂLUGĂRENI",NA,101671,"CĂLUGĂRENI","GR"
"5261101375","COLEGIUL TEHNIC ”VICEAMIRAL IOAN BĂLĂNESCU” GIURGIU","Școală postliceală",100530,"GIURGIU","GR"
"5261101072","LICEUL TEHNOLOGIC ”ION BARBU” GIURGIU","Liceu tehnologic / Școală profesională",100530,"GIURGIU","GR"
"5261100962","ȘCOALA POSTLICEALĂ SANITARĂ GIURGIU","Școală postliceală",100530,"GIURGIU","GR"
"5261100799","LICEUL TEHNOLOGIC ”TIU DUMITRESCU” MIHĂILEȘTI","Liceu tehnologic / Școală profesională",104145,"MIHĂILEŞTI","GR"
"2061100864","LICEUL TEHNOLOGIC ""OVID DENSUSIANU"" CĂLAN","Liceu tehnologic / Școală profesională",87433,"CĂLAN","HD"
"2061100855","LICEUL TEHNOLOGIC ""CRIȘAN"" CRIȘCIOR","Liceu",87371,"CRIŞCIOR","HD"
"2061101128","LICEUL DE ARTE ""SIGISMUND TODUȚĂ"" DEVA","Liceu",86696,"DEVA","HD"
"2061100742","LICEUL TEHNOLOGIC ENERGETIC ""DRAGOMIR HURMUZESCU"" DEVA","Liceu",86696,"DEVA","HD"
"2061100059","LICEUL TEHNOLOGIC ""GRIGORE MOISIL"" DEVA","Liceu tehnologic / Școală profesională",86696,"DEVA","HD"
"2061100769","LICEUL TEHNOLOGIC ""TRANSILVANIA"" DEVA","Liceu",86696,"DEVA","HD"
"2061100891","LICEUL TEORETIC ""TEGLAS GABOR"" DEVA","Liceu",86696,"DEVA","HD"
"2061103347","LICEUL TEHNOLOGIC AGRICOL ""ALEXANDRU BORZA"" GEOAGIU","Liceu",89570,"GEOAGIU","HD"
"2061100692","LICEUL TEORETIC ""I. C. BRĂTIANU"" HAȚEG","Liceu",87585,"HAŢEG","HD"
"2061100421","COLEGIUL ECONOMIC ""EMANUIL GOJDU"" HUNEDOARA","Colegiu",86829,"HUNEDOARA","HD"
"2061100448","COLEGIUL NAȚIONAL ""IANCU DE HUNEDOARA"" HUNEDOARA","Colegiu",86829,"HUNEDOARA","HD"
"2061100145","LICEUL TEHNOLOGIC ""CONSTANTIN BURSAN"" HUNEDOARA","Liceu tehnologic / Școală profesională",86829,"HUNEDOARA","HD"
"2061100023","LICEUL TEHNOLOGIC ""MATEI CORVIN"" HUNEDOARA","Colegiu",86829,"HUNEDOARA","HD"
"2061103252","LICEUL TEORETIC ""SILVIU DRAGOMIR"" ILIA","Liceu",89865,"ILIA","HD"
"2061100163","LICEUL TEHNOLOGIC LUPENI","Liceu",87068,"LUPENI","HD"
"2061101042","LICEUL TEHNOLOGIC ""NICOLAUS OLAHUS"" ORĂȘTIE","Liceu",87647,"ORĂŞTIE","HD"
"2061100439","COLEGIUL TEHNIC ""CONSTANTIN BRÂNCUŞI"" PETRILA","Liceu tehnologic / Școală profesională",87086,"PETRILA","HD"
"2061100629","COLEGIUL ECONOMIC ""HERMES"" PETROȘANI","Colegiu",87004,"PETROŞANI","HD"
"2061100674","LICEUL TEHNOLOGIC ""DIMITRIE LEONIDA"" PETROȘANI","Liceu tehnologic / Școală profesională",87004,"PETROŞANI","HD"
"2061101024","LICEUL TEHNOLOGIC DE TRANSPORT FEROVIAR ""ANGHEL SALIGNY"" SIMERIA","Liceu",87674,"SIMERIA","HD"
"2061100986","LICEUL TEHNOLOGIC ""MIHAI VITEAZU"" VULCAN","Liceu",87184,"VULCAN","HD"
"1961103829","LICEUL TEHNOLOGIC ""LIVIU REBREANU"" BĂLAN","Liceu tehnologic / Școală profesională",83473,"BĂLAN","HR"
"1961100057","LICEUL TEHNOLOGIC ""ZIMMETHAUSEN"" BORSEC","Liceu tehnologic / Școală profesională",83507,"BORSEC","HR"
"1961103865","LICEUL TEHNOLOGIC CORBU","Liceu",84157,"CORBU","HR"
"1961104685","LICEUL TEHNOLOGIC CORUND","Liceu tehnologic / Școală profesională",84184,"CORUND","HR"
"1961104735","LICEUL TEHNOLOGIC ""ZEYK DOMOKOS"" CRISTURU SECUIESC","Liceu tehnologic / Școală profesională",83534,"CRISTURU SECUIESC","HR"
"1961103987","LICEUL TEHNOLOGIC ""PETŐFI SÁNDOR"" DĂNEŞTI","Liceu tehnologic / Școală profesională",84246,"DĂNEŞTI","HR"
"1961103811","LICEUL TEHNOLOGIC ""PUSKÁS TIVADAR"" DITRĂU","Liceu tehnologic / Școală profesională",84353,"DITRĂU","HR"
"1961103716","COLEGIUL TEHNIC ""BATTHYÁNY IGNÁC"" GHEORGHENI","Școală postliceală",83570,"GHEORGHENI","HR"
"1961104717","LICEUL TEHNOLOGIC ""FOGARASY MIHÁLY"" GHEORGHENI","Liceu",83570,"GHEORGHENI","HR"
"1961103752","LICEUL TEHNOLOGIC ""SÖVÉR ELEK"" JOSENI","Liceu tehnologic / Școală profesională",84567,"JOSENI","HR"
"1961104156","LICEUL TEHNOLOGIC ""JOANNES KAJONI"" MIERCUREA CIUC","Liceu tehnologic / Școală profesională",83339,"MIERCUREA CIUC","HR"
"1961104346","LICEUL TEHNOLOGIC ""KÓS KÁROLY"" MIERCUREA CIUC","Școală postliceală",83339,"MIERCUREA CIUC","HR"
"1961104296","LICEUL TEHNOLOGIC ""SZÉKELY KÁROLY"" MIERCUREA CIUC","Școală postliceală",83339,"MIERCUREA CIUC","HR"
"1961104875","LICEUL TEHNOLOGIC ""VENCZEL JÓZSEF"" MIERCUREA CIUC","Liceu tehnologic / Școală profesională",83339,"MIERCUREA CIUC","HR"
"1961104061","ȘCOALA PROFESIONALĂ SPECIALĂ ""SZENT ANNA"" MIERCUREA CIUC","Liceu tehnologic / Școală profesională",83339,"MIERCUREA CIUC","HR"
"1961103761","LICEUL TEHNOLOGIC ""BÁNYAI JÁNOS"" ODORHEIU SECUIESC","Liceu tehnologic / Școală profesională",83142,"ODORHEIU SECUIESC","HR"
"1961104622","LICEUL TEHNOLOGIC ""EÖTVÖS JÓZSEF"" ODORHEIU SECUIESC","Liceu tehnologic / Școală profesională",83142,"ODORHEIU SECUIESC","HR"
"1961104916","LICEUL TEHNOLOGIC ""KÓS KÁROLY"" ODORHEIU SECUIESC","Liceu tehnologic / Școală profesională",83142,"ODORHEIU SECUIESC","HR"
"1961100021","LICEUL TEORETIC ""TAMÁSI ÁRON"" ODORHEIU SECUIESC","Liceu",83142,"ODORHEIU SECUIESC","HR"
"1961104111","LICEUL TEHNOLOGIC ""TIVAI NAGY IMRE"" SÂNMARTIN","Liceu tehnologic / Școală profesională",85797,"SÂNMARTIN","HR"
"1961104563","LICEUL ""MIRON CRISTEA"" SUBCETATE","Liceu",85886,"SUBCETATE","HR"
"1961104518","COLEGIUL NAȚIONAL ""MIHAI EMINESCU"" TOPLIŢA","Școală postliceală",83641,"TOPLIŢA","HR"
"1961104052","LICEUL TEHNOLOGIC ""GÁBOR ÁRON"" VLĂHIȚA","Liceu tehnologic / Școală profesională",83758,"VLĂHIŢA","HR"
"2361101345","LICEUL TEHNOLOGIC ""PAMFIL ȘEICARU"" CIOROGÂRLA","Liceu",101966,"CIOROGÂRLA","IF"
"2361102111","LICEUL TEHNOLOGIC ""VINTILĂ BRĂTIANU"" DRAGOMIREȘTI VALE","Liceu",102614,"DRAGOMIREŞTI-VALE","IF"
"2161100953","LICEUL TEHNOLOGIC ""MIHAI EMINESCU"" SLOBOZIA","Liceu tehnologic / Școală profesională",92667,"SLOBOZIA","IL"
"2261104639","COLEGIUL AGRICOL ŞI DE INDUSTRIE ALIMENTARĂ ""VASILE ADAMACHI"", IAŞI","Colegiu",95079,"IAŞI","IS"
"2261105554","COLEGIUL TEHNIC ""GHEORGHE ASACHI"", IAŞI","Colegiu",95079,"IAŞI","IS"
"2261105156","COLEGIUL TEHNIC ""ION HOLBAN"", IAȘI","Colegiu",95079,"IAŞI","IS"
"2261106528","COLEGIUL TEHNIC ""MIHAIL STURDZA"", IAŞI","Colegiu",95079,"IAŞI","IS"
"2261106071","LICEUL TEHNOLOGIC DE ELECTRONICĂ ŞI TELECOMUNICAŢII ""GHEORGHE MÂRZESCU"", IAŞI","Liceu",95079,"IAŞI","IS"
"2261106017","LICEUL TEHNOLOGIC DE MECATRONICĂ ȘI AUTOMATIZĂRI, IAȘI","Liceu tehnologic / Școală profesională",95079,"IAŞI","IS"
"2261106564","LICEUL TEHNOLOGIC DE TRANSPORTURI ȘI DE CONSTRUCȚII, IAŞI","Liceu tehnologic / Școală profesională",95079,"IAŞI","IS"
"2261105373","LICEUL TEHNOLOGIC ""DIMITRIE LEONIDA"", IAŞI","Liceu",95079,"IAŞI","IS"
"2261106365","ŞCOALA POSTLICEALĂ SANITARĂ ""GR. GHICA VODĂ"", IAŞI","Școală postliceală",95079,"IAŞI","IS"
"2261104734","LICEUL TEHNOLOGIC AGRICOL ""MIHAIL KOGALNICEANU"", MIROSLAVA","Liceu",97928,"MIROSLAVA","IS"
"2561102189","COLEGIUL TEHNOLOGIC ""CONSTANTIN BRÂNCOVEANU""","Colegiu",109933,"BAIA DE ARAMĂ","MH"
"2561102352","COLEGIUL NAȚIONAL ECONOMIC ""THEODOR COSTESCU""","Liceu tehnologic / Școală profesională",109782,"DROBETA-TURNU SEVERIN","MH"
"2561101387","LICEUL DE TRANSPORTURI AUTO","Liceu",109782,"DROBETA-TURNU SEVERIN","MH"
"2561101903","LICEUL TEHNOLOGIC „DECEBAL""","Liceu",109782,"DROBETA-TURNU SEVERIN","MH"
"2561102144","LICEUL TEHNOLOGIC „DOMNUL TUDOR""","Liceu",109782,"DROBETA-TURNU SEVERIN","MH"
"2561102108","LICEUL TEHNOLOGIC „LORIN SĂLĂGEAN""","Colegiu",109782,"DROBETA-TURNU SEVERIN","MH"
"2561102058","ȘCOALA POSTLICEALĂ SANITARĂ DROBETA TURNU SEVERIN","Școală postliceală",109782,"DROBETA-TURNU SEVERIN","MH"
"2561102085","LICEUL TEHNOLOGIC HALÂNGA","Liceu tehnologic / Școală profesională",112496,"HALÂNGA","MH"
"2561102171","ȘCOALA GIMNAZIALĂ ISVERNA","Școală gimnazială",112389,"ISVERNA","MH"
"2561102153","LICEUL TEHNOLOGIC „DIERNA""","Școală postliceală",110072,"ORŞOVA","MH"
"2561101844","LICEUL TEHNOLOGIC ""TUDOR VLADIMIRESCU""","Liceu tehnologic / Școală profesională",109835,"ŞIMIAN","MH"
"2461101149","COLEGIUL TEHNIC ""ANGHEL SALIGNY"" BAIA MARE","Colegiu",106327,"BAIA MARE","MM"
"2461100564","COLEGIUL TEHNIC ""GEORGE BARITIU"" BAIA MARE","Colegiu",106327,"BAIA MARE","MM"
"2461100148","SEMINARUL TEOLOGIC LICEAL ""SF. IOSIF MARTURISITORUL"" BAIA MARE","Liceu",106327,"BAIA MARE","MM"
"2461103282","LICEUL TEHNOLOGIC ""MARMATIA"" SIGHETU MARMATIEI","Liceu tehnologic / Școală profesională",106568,"SIGHETU MARMAŢIEI","MM"
"2661104479","ȘCOALA GIMNAZIALĂ BAHNEA","Școală gimnazială",115316,"BAHNEA","MS"
"2661108266","LICEUL TEHNOLOGIC ""VASILE NETEA"" DEDA","Liceu tehnologic / Școală profesională",116554,"DEDA","MS"
"2661104886","LICEUL SILVIC GURGHIU","Liceu",117328,"GURGHIU","MS"
"2661105037","LICEUL TEORETIC ""BOCSKAI ISTVAN"" MIERCUREA NIRAJULUI","Liceu",118290,"MIERCUREA NIRAJULUI","MS"
"2661104384","LICEUL TEHNOLOGIC ""IOAN BOJOR"" REGHIN","Liceu tehnologic / Școală profesională",114818,"REGHIN","MS"
"2661108397","ȘCOALA GIMNAZIALĂ NR.04 APALINA REGHIN","Școală gimnazială",114818,"REGHIN","MS"
"2661105132","LICEUL TEHNOLOGIC NR.1 SIGHIȘOARA","Liceu tehnologic / Școală profesională",114523,"SIGHIŞOARA","MS"
"2661105209","LICEUL TEHNOLOGIC ""DOMOKOS KAZMER"" SOVATA","Liceu tehnologic / Școală profesională",114863,"SOVATA","MS"
"2661105385","COLEGIUL AGRICOL ""TRAIAN SĂVULESCU"" TÎRGU MUREȘ","Colegiu",114328,"TÎRGU MUREŞ","MS"
"2661108171","LICEUL TEHNOLOGIC ""AUREL PERSU"" TÎRGU MUREȘ","Liceu",114328,"TÎRGU MUREŞ","MS"
"2661104529","LICEUL TEHNOLOGIC ""AVRAM IANCU"" TÎRGU MUREȘ","Liceu",114328,"TÎRGU MUREŞ","MS"
"2661105263","LICEUL TEHNOLOGIC ""GHEORGHE ȘINCAI"" TÎRGU MUREȘ","Liceu",114328,"TÎRGU MUREŞ","MS"
"2661105444","LICEUL TEHNOLOGIC ""ION VLASIU"" TÎRGU MUREȘ","Liceu tehnologic / Școală profesională",114328,"TÎRGU MUREŞ","MS"
"2661108429","LICEUL TEORETIC ""GHEORGHE MARINESCU"" TÎRGU MUREȘ","Liceu",114328,"TÎRGU MUREŞ","MS"
"2661105123","LICEUL VOCAȚIONAL REFORMAT TÎRGU MUREȘ","Liceu",114328,"TÎRGU MUREŞ","MS"
"2761102738","LICEUL ""MIHAIL SADOVEANU"", COMUNA BORCA","Liceu",121661,"BORCA","NT"
"2761102186","LICEUL TEHNOLOGIC ""ION IONESCU DE LA BRAD"", COMUNA HORIA","Liceu tehnologic / Școală profesională",120931,"HORIA","NT"
"2761102792","ȘCOALA PROFESIONALĂ, COMUNA PETRICANI","Liceu tehnologic / Școală profesională",123433,"PETRICANI","NT"
"2761101687","COLEGIUL TEHNIC DE TRANSPORTURI, MUNICIPIUL PIATRA-NEAMȚ","Colegiu",120735,"PIATRA-NEAMŢ","NT"
"2761102729","COLEGIUL TEHNIC FORESTIER, MUNICIPIUL PIATRA-NEAMȚ","Colegiu",120735,"PIATRA-NEAMŢ","NT"
"2761102313","COLEGIUL TEHNIC ""GHEORGHE CARTIANU"", MUNICIPIUL PIATRA-NEAMȚ","Colegiu",120735,"PIATRA-NEAMŢ","NT"
"2761102702","LICEUL ECONOMIC ""ALEXANDRU IOAN CUZA"", MUNICIPIUL PIATRA-NEAMȚ","Liceu tehnologic / Școală profesională",120735,"PIATRA-NEAMŢ","NT"
"2761101633","LICEUL TEHNOLOGIC ""DIMITRIE LEONIDA"", MUNICIPIUL PIATRA-NEAMȚ","Liceu tehnologic / Școală profesională",120735,"PIATRA-NEAMŢ","NT"
"2761102711","ȘCOALA POSTLICEALĂ SANITARĂ, MUNICIPIUL PIATRA-NEAMȚ","Școală postliceală",120735,"PIATRA-NEAMŢ","NT"
"2761100184","COLEGIUL TEHNIC ""DANUBIANA"", MUNICIPIUL ROMAN","Colegiu",120879,"ROMAN","NT"
"2761102408","COLEGIUL TEHNIC ""PETRU PONI"", MUNICIPIUL ROMAN","Colegiu",120879,"ROMAN","NT"
"2761102521","LICEUL TEHNOLOGIC ""VASILE SAV"", MUNICIPIUL ROMAN","Liceu tehnologic / Școală profesională",120879,"ROMAN","NT"
"2761102281","COLEGIUL TEHNIC ""ION CREANGĂ"", ORAȘ TÂRGU NEAMȚ","Colegiu",121064,"TÂRGU NEAMŢ","NT"
"2861100074","LICEUL TEHNOLOGIC ""NICOLAE BĂLCESCU"" BALȘ","Liceu",125427,"BALŞ","OT"
"2861101048","LICEUL TEHNOLOGIC NR. 1 BALȘ","Liceu",125427,"BALŞ","OT"
"2861100594","LICEUL TEHNOLOGIC ""CONSTANTIN FILIPESCU"" CARACAL","Liceu",125481,"CARACAL","OT"
"2861100585","LICEUL TEHNOLOGIC ""DIMITRIE PETRESCU"" CARACAL","Liceu tehnologic / Școală profesională",125481,"CARACAL","OT"
"2861100689","LICEUL TEHNOLOGIC ""MATEI BASARAB"" CARACAL","Liceu",125481,"CARACAL","OT"
"2861101057","LICEUL TEHNOLOGIC ""ION POPESCU-CILIENI"" CILIENI","Liceu tehnologic / Școală profesională",126157,"CILIENI","OT"
"2861104657","LICEUL TEHNOLOGIC ""DANUBIUS"" CORABIA","Liceu",125551,"CORABIA","OT"
"2861100187","LICEUL TEHNOLOGIC CRÂMPOIA","Liceu tehnologic / Școală profesională",126415,"CRÂMPOIA","OT"
"2861100011","LICEUL TEHNOLOGIC DRĂGĂNEȘTI-OLT","Liceu tehnologic / Școală profesională",125631,"DRĂGĂNEŞTI-OLT","OT"
"2861100504","LICEUL TEHNOLOGIC IANCU JIANU","Liceu tehnologic / Școală profesională",127297,"IANCU JIANU","OT"
"2861100169","LICEUL TEHNOLOGIC IZVOARELE","Liceu tehnologic / Școală profesională",127395,"IZVOARELE","OT"
"2861100029","LICEUL TEHNOLOGIC PIATRA-OLT","Liceu",128114,"PIATRA-OLT","OT"
"2861101315","LICEUL ""ȘTEFAN DIACONESCU"" POTCOAVA","Liceu",128383,"POTCOAVA","OT"
"2861100142","LICEUL TEHNOLOGIC ""CONSTANTIN BRÎNCOVEANU"" SCORNICEȘTI","Liceu tehnologic / Școală profesională",128720,"SCORNICEŞTI","OT"
"2861101324","LICEUL TEHNOLOGIC ""ALEXE MARIN"" SLATINA","Liceu",125356,"SLATINA","OT"
"2861104598","LICEUL TEHNOLOGIC METALURGIC SLATINA","Liceu tehnologic / Școală profesională",125356,"SLATINA","OT"
"2861100445","LICEUL TEHNOLOGIC ""P.S.AURELIAN"" SLATINA","Școală profesională / Învățământ dual",125356,"SLATINA","OT"
"2861100083","ȘCOALA GIMNAZIALĂ NR.1 SLATINA","Școală gimnazială",125356,"SLATINA","OT"
"2861104743","ȘCOALA POSTLICEALĂ SANITARĂ SLATINA","Școală postliceală",125356,"SLATINA","OT"
"2861100807","LICEUL TEHNOLOGIC TUFENI","Liceu",129594,"TUFENI","OT"
"2861104639","LICEUL TEHNOLOGIC VĂLENI","Școală profesională / Învățământ dual",129772,"VĂLENI","OT"
"2861100106","LICEUL TEHNOLOGIC VITOMIREȘTI","Liceu tehnologic / Școală profesională",129923,"VITOMIREŞTI","OT"
"2961102233","LICEUL TEHNOLOGIC ""CONSTANTIN CANTACUZINO"", ORAȘUL BĂICOI","Liceu tehnologic / Școală profesională",130990,"BĂICOI","PH"
"2961102147","ȘCOALA PROFESIONALĂ , COMUNA BĂLȚEȘTI","Școală profesională / Învățământ dual",132280,"BĂLŢEŞTI","PH"
"2961101883","LICEUL TEHNOLOGIC AGRICOL, COMUNA BĂRCĂNEȘTI","Liceu tehnologic / Școală profesională",130561,"BĂRCĂNEŞTI","PH"
"2961101693","LICEUL TEHNOLOGIC ""TEODOR DIAMANT"", ORAȘUL BOLDEȘTI-SCĂENI","Liceu tehnologic / Școală profesională",131078,"BOLDEŞTI-SCĂENI","PH"
"2961101657","LICEUL TEORETIC ""AUREL VLAICU"", ORAȘUL BREAZA","Liceu",131121,"BREAZA DE SUS","PH"
"2961102405","COLEGIUL ""ION KALINDERU"", ORAȘUL BUȘTENI","Colegiu",131229,"BUŞTENI","PH"
"2961100267","COLEGIUL TEHNIC FORESTIER, MUNICIPIUL CÂMPINA","Liceu tehnologic / Școală profesională",131265,"CÂMPINA","PH"
"2961107401","LICEUL TEHNOLOGIC ""CONSTANTIN ISTRATI"", MUNICIPIUL CÂMPINA","Liceu",131265,"CÂMPINA","PH"
"2961107107","LICEUL TEHNOLOGIC ENERGETIC, MUNICIPIUL CÂMPINA","Liceu tehnologic / Școală profesională",131265,"CÂMPINA","PH"
"2961102952","LICEUL TEHNOLOGIC MECANIC, MUNICIPIUL CÂMPINA","Liceu",131265,"CÂMPINA","PH"
"2961107306","ȘCOALA PROFESIONALĂ, COMUNA CERAȘU","Liceu tehnologic / Școală profesională",132583,"CERAŞU","PH"
"2961103089","LICEUL TEHNOLOGIC, SAT CIORANII DE JOS, COMUNA CIORANI","Liceu tehnologic / Școală profesională",132690,"CIORANII DE JOS","PH"
"2961102744","LICEUL ""SIMION STOLNICU"", ORAȘUL COMARNIC","Liceu",131345,"COMARNIC","PH"
"2961102925","COLEGIUL ""FERDINAND I"", COMUNA MĂNECIU","Colegiu",134103,"MĂNECIU-UNGURENI","PH"
"2961103008","LICEUL TEHNOLOGIC ""TASE DUMITRESCU"", ORAȘUL MIZIL","Liceu tehnologic / Școală profesională",131416,"MIZIL","PH"
"2961100258","CENTRUL ȘCOLAR DE EDUCAȚIE INCLUZIVĂ NR.1, MUNICIPIUL PLOIEȘTI","Centru de Educație Incluzivă",130543,"PLOIEŞTI","PH"
"2961102979","COLEGIUL ECONOMIC ""VIRGIL MADGEARU"", MUNICIPIUL PLOIEȘTI","Colegiu",130543,"PLOIEŞTI","PH"
"2961102839","COLEGIUL ""SPIRU HARET"", MUNICIPIUL PLOIEȘTI","Colegiu",130543,"PLOIEŞTI","PH"
"2961102771","LICEUL TEHNOLOGIC ADMINISTRATIV ȘI DE SERVICII ""VICTOR SLĂVESCU"", MUNICIPIUL PLOIEȘTI","Liceu tehnologic / Școală profesională",130543,"PLOIEŞTI","PH"
"2961102848","LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"", MUNICIPIUL PLOIEȘTI","Liceu",130543,"PLOIEŞTI","PH"
